Offender_ID,Victim_ID,FIR_ID,Relationship_Type
OFF01411,VIC01397,FIR01069,Direct Involvement
OFF00143,VIC00157,FIR01070,Repeat Offender
OFF01357,VIC02577,FIR01071,Known Associate
OFF00200,VIC00942,FIR01072,Direct Involvement
OFF00262,VIC02775,FIR01073,Repeat Offender
OFF00593,VIC00902,FIR01074,Repeat Offender
OFF01656,VIC00666,FIR01075,Known Associate
OFF00620,VIC01256,FIR01076,Known Associate
OFF01396,VIC02532,FIR01077,Repeat Offender
OFF00087,VIC01650,FIR01078,Known Associate
OFF01591,VIC00287,FIR01079,Direct Involvement
OFF00598,VIC00295,FIR01080,Direct Involvement
OFF00328,VIC02484,FIR01081,Repeat Offender
OFF01872,VIC01008,FIR01082,Repeat Offender
OFF00214,VIC01486,FIR01083,Repeat Offender
OFF01563,VIC02634,FIR01084,Repeat Offender
OFF00483,VIC01279,FIR01085,Direct Involvement
OFF00410,VIC02949,FIR01086,Known Associate
OFF00972,VIC02831,FIR01087,Repeat Offender
OFF01685,VIC00982,FIR01088,Direct Involvement
OFF00911,VIC01751,FIR01089,Known Associate
OFF01832,VIC02536,FIR01090,Known Associate
OFF00965,VIC00883,FIR01091,Known Associate
OFF01525,VIC01115,FIR01092,Direct Involvement
OFF00604,VIC02816,FIR01093,Direct Involvement
OFF00094,VIC01065,FIR01094,Repeat Offender
OFF00312,VIC01506,FIR01095,Direct Involvement
OFF00029,VIC00363,FIR01096,Direct Involvement
OFF01467,VIC02557,FIR01097,Direct Involvement
OFF00754,VIC02493,FIR01098,Known Associate
OFF01050,VIC00098,FIR01099,Repeat Offender
OFF00155,VIC02426,FIR01100,Known Associate
OFF00700,VIC00901,FIR01101,Known Associate
OFF01747,VIC02916,FIR01102,Known Associate
OFF01306,VIC00154,FIR01103,Repeat Offender
OFF00604,VIC02306,FIR01104,Known Associate
OFF01327,VIC00338,FIR01105,Repeat Offender
OFF01916,VIC02681,FIR01106,Repeat Offender
OFF00350,VIC01757,FIR01107,Repeat Offender
OFF01067,VIC02455,FIR01108,Known Associate
OFF01343,VIC02446,FIR01109,Repeat Offender
OFF01650,VIC01895,FIR01110,Direct Involvement
OFF01354,VIC01600,FIR01111,Repeat Offender
OFF01582,VIC01895,FIR01112,Direct Involvement
OFF00029,VIC00819,FIR01113,Repeat Offender
OFF01541,VIC02069,FIR01114,Direct Involvement
OFF01884,VIC01584,FIR01115,Repeat Offender
OFF00842,VIC01555,FIR01116,Repeat Offender
OFF01882,VIC01094,FIR01117,Direct Involvement
OFF00933,VIC02122,FIR01118,Repeat Offender
OFF01684,VIC02361,FIR01119,Known Associate
OFF01826,VIC00354,FIR01120,Direct Involvement
OFF00940,VIC02369,FIR01121,Direct Involvement
OFF00021,VIC00071,FIR01122,Known Associate
OFF00625,VIC01966,FIR01123,Direct Involvement
OFF00988,VIC02662,FIR01124,Repeat Offender
OFF01384,VIC00749,FIR01125,Direct Involvement
OFF00223,VIC01493,FIR01126,Direct Involvement
OFF00573,VIC01220,FIR01127,Direct Involvement
OFF00545,VIC02173,FIR01128,Known Associate
OFF01205,VIC02269,FIR01129,Direct Involvement
OFF00220,VIC00329,FIR01130,Direct Involvement
OFF01140,VIC01209,FIR01131,Repeat Offender
OFF01997,VIC02626,FIR01132,Known Associate
OFF00528,VIC00032,FIR01133,Direct Involvement
OFF00598,VIC00232,FIR01134,Known Associate
OFF01943,VIC00075,FIR01135,Repeat Offender
OFF01644,VIC00511,FIR01136,Known Associate
OFF00162,VIC02649,FIR01137,Direct Involvement
OFF01554,VIC00250,FIR01138,Direct Involvement
OFF00810,VIC00542,FIR01139,Known Associate
OFF01593,VIC01920,FIR01140,Known Associate
OFF01881,VIC00050,FIR01141,Repeat Offender
OFF01331,VIC02619,FIR01142,Repeat Offender
OFF00904,VIC00342,FIR01143,Repeat Offender
OFF00494,VIC01362,FIR01144,Direct Involvement
OFF00370,VIC00449,FIR01145,Known Associate
OFF01421,VIC00330,FIR01146,Repeat Offender
OFF00809,VIC00442,FIR01147,Direct Involvement
OFF00392,VIC00024,FIR01148,Known Associate
OFF00531,VIC00731,FIR01149,Direct Involvement
OFF00381,VIC02941,FIR01150,Known Associate
OFF00199,VIC01736,FIR01151,Direct Involvement
OFF00320,VIC02171,FIR01152,Repeat Offender
OFF00718,VIC00434,FIR01153,Repeat Offender
OFF01829,VIC01246,FIR01154,Direct Involvement
OFF01689,VIC00425,FIR01155,Direct Involvement
OFF01591,VIC00583,FIR01156,Known Associate
OFF00941,VIC00413,FIR01157,Direct Involvement
OFF00985,VIC01846,FIR01158,Repeat Offender
OFF01811,VIC02900,FIR01159,Known Associate
OFF01260,VIC02785,FIR01160,Direct Involvement
OFF00037,VIC00238,FIR01161,Direct Involvement
OFF01842,VIC01760,FIR01162,Repeat Offender
OFF01219,VIC01289,FIR01163,Known Associate
OFF01309,VIC02229,FIR01164,Known Associate
OFF00229,VIC00391,FIR01165,Direct Involvement
OFF00508,VIC01324,FIR01166,Known Associate
OFF01701,VIC01217,FIR01167,Known Associate
OFF00130,VIC00548,FIR01168,Known Associate
OFF01953,VIC00130,FIR01169,Repeat Offender
OFF00362,VIC02708,FIR01170,Direct Involvement
OFF00251,VIC00776,FIR01171,Direct Involvement
OFF01842,VIC02365,FIR01172,Known Associate
OFF00673,VIC01077,FIR01173,Repeat Offender
OFF01720,VIC00651,FIR01174,Repeat Offender
OFF00803,VIC02773,FIR01175,Repeat Offender
OFF00077,VIC00095,FIR01176,Known Associate
OFF00467,VIC02442,FIR01177,Direct Involvement
OFF01685,VIC01081,FIR01178,Direct Involvement
OFF01904,VIC00880,FIR01179,Repeat Offender
OFF01134,VIC02648,FIR01180,Known Associate
OFF00403,VIC01376,FIR01181,Direct Involvement
OFF00947,VIC00559,FIR01182,Known Associate
OFF00842,VIC00869,FIR01183,Known Associate
OFF00104,VIC02852,FIR01184,Direct Involvement
OFF01269,VIC02638,FIR01185,Direct Involvement
OFF01063,VIC01361,FIR01186,Known Associate
OFF00487,VIC00049,FIR01187,Known Associate
OFF00796,VIC00143,FIR01188,Direct Involvement
OFF01199,VIC02592,FIR01189,Direct Involvement
OFF01528,VIC00698,FIR01190,Known Associate
OFF00752,VIC01874,FIR01191,Known Associate
OFF01383,VIC01932,FIR01192,Known Associate
OFF00890,VIC01549,FIR01193,Repeat Offender
OFF01123,VIC00675,FIR01194,Direct Involvement
OFF01880,VIC01489,FIR01195,Repeat Offender
OFF00824,VIC00723,FIR01196,Repeat Offender
OFF01488,VIC02657,FIR01197,Direct Involvement
OFF01030,VIC01488,FIR01198,Repeat Offender
OFF01666,VIC01648,FIR01199,Direct Involvement
OFF00958,VIC01855,FIR01200,Known Associate
OFF01730,VIC01408,FIR01201,Repeat Offender
OFF00399,VIC01992,FIR01202,Repeat Offender
OFF00564,VIC01899,FIR01203,Direct Involvement
OFF01504,VIC01846,FIR01204,Repeat Offender
OFF00562,VIC02076,FIR01205,Repeat Offender
OFF01060,VIC01956,FIR01206,Known Associate
OFF01250,VIC03000,FIR01207,Repeat Offender
OFF01496,VIC00593,FIR01208,Repeat Offender
OFF00759,VIC01541,FIR01209,Repeat Offender
OFF01906,VIC00377,FIR01210,Direct Involvement
OFF01588,VIC02698,FIR01211,Repeat Offender
OFF00627,VIC02645,FIR01212,Repeat Offender
OFF01170,VIC01600,FIR01213,Known Associate
OFF00957,VIC02946,FIR01214,Repeat Offender
OFF01125,VIC00569,FIR01215,Direct Involvement
OFF00028,VIC00581,FIR01216,Known Associate
OFF00884,VIC02187,FIR01217,Repeat Offender
OFF01021,VIC00063,FIR01218,Direct Involvement
OFF01175,VIC00195,FIR01219,Direct Involvement
OFF00704,VIC02383,FIR01220,Repeat Offender
OFF01898,VIC02517,FIR01221,Direct Involvement
OFF01895,VIC01818,FIR01222,Direct Involvement
OFF01288,VIC00009,FIR01223,Direct Involvement
OFF00868,VIC02890,FIR01224,Direct Involvement
OFF00199,VIC02859,FIR01225,Repeat Offender
OFF01348,VIC01201,FIR01226,Known Associate
OFF00969,VIC02410,FIR01227,Repeat Offender
OFF00064,VIC00483,FIR01228,Repeat Offender
OFF00837,VIC00013,FIR01229,Repeat Offender
OFF01684,VIC00352,FIR01230,Direct Involvement
OFF00278,VIC02540,FIR01231,Repeat Offender
OFF00430,VIC00415,FIR01232,Direct Involvement
OFF01891,VIC00858,FIR01233,Known Associate
OFF01964,VIC00103,FIR01234,Repeat Offender
OFF00318,VIC01769,FIR01235,Repeat Offender
OFF00168,VIC01929,FIR01236,Known Associate
OFF00724,VIC02794,FIR01237,Repeat Offender
OFF01724,VIC02168,FIR01238,Direct Involvement
OFF01340,VIC02332,FIR01239,Repeat Offender
OFF01051,VIC00018,FIR01240,Known Associate
OFF01258,VIC01052,FIR01241,Direct Involvement
OFF00722,VIC00732,FIR01242,Direct Involvement
OFF01647,VIC01721,FIR01243,Direct Involvement
OFF01858,VIC00495,FIR01244,Repeat Offender
OFF00262,VIC01386,FIR01245,Known Associate
OFF00314,VIC00527,FIR01246,Repeat Offender
OFF00028,VIC02407,FIR01247,Direct Involvement
OFF00746,VIC00341,FIR01248,Repeat Offender
OFF01669,VIC00075,FIR01249,Known Associate
OFF00535,VIC02333,FIR01250,Repeat Offender
OFF00980,VIC02720,FIR01251,Known Associate
OFF00612,VIC00868,FIR01252,Repeat Offender
OFF01589,VIC00166,FIR01253,Repeat Offender
OFF00831,VIC01671,FIR01254,Direct Involvement
OFF01789,VIC01173,FIR01255,Repeat Offender
OFF00560,VIC00513,FIR01256,Repeat Offender
OFF01000,VIC00041,FIR01257,Known Associate
OFF01648,VIC00188,FIR01258,Repeat Offender
OFF01972,VIC01382,FIR01259,Repeat Offender
OFF01433,VIC01373,FIR01260,Known Associate
OFF01052,VIC02235,FIR01261,Known Associate
OFF00679,VIC01739,FIR01262,Direct Involvement
OFF01456,VIC02355,FIR01263,Known Associate
OFF01474,VIC01210,FIR01264,Direct Involvement
OFF00287,VIC01040,FIR01265,Direct Involvement
OFF01223,VIC02276,FIR01266,Repeat Offender
OFF01871,VIC01261,FIR01267,Repeat Offender
OFF00629,VIC00494,FIR01268,Known Associate
OFF00512,VIC02231,FIR01269,Known Associate
OFF01714,VIC02993,FIR01270,Repeat Offender
OFF00659,VIC00327,FIR01271,Known Associate
OFF01744,VIC02104,FIR01272,Repeat Offender
OFF00277,VIC00362,FIR01273,Direct Involvement
OFF01767,VIC00706,FIR01274,Direct Involvement
OFF01565,VIC02228,FIR01275,Repeat Offender
OFF01054,VIC00824,FIR01276,Direct Involvement
OFF01913,VIC02540,FIR01277,Repeat Offender
OFF00753,VIC02412,FIR01278,Repeat Offender
OFF00460,VIC00786,FIR01279,Repeat Offender
OFF00452,VIC00349,FIR01280,Known Associate
OFF00496,VIC01533,FIR01281,Direct Involvement
OFF00345,VIC01344,FIR01282,Known Associate
OFF00974,VIC02070,FIR01283,Direct Involvement
OFF01553,VIC02550,FIR01284,Known Associate
OFF00435,VIC02442,FIR01285,Known Associate
OFF00809,VIC01027,FIR01286,Repeat Offender
OFF00538,VIC00556,FIR01287,Direct Involvement
OFF00295,VIC00957,FIR01288,Direct Involvement
OFF01894,VIC01440,FIR01289,Direct Involvement
OFF01221,VIC01239,FIR01290,Repeat Offender
OFF00668,VIC02742,FIR01291,Direct Involvement
OFF00908,VIC02186,FIR01292,Repeat Offender
OFF00818,VIC00428,FIR01293,Known Associate
OFF01489,VIC00185,FIR01294,Direct Involvement
OFF00871,VIC00457,FIR01295,Repeat Offender
OFF00809,VIC02711,FIR01296,Repeat Offender
OFF00334,VIC01697,FIR01297,Known Associate
OFF00801,VIC01399,FIR01298,Direct Involvement
OFF01356,VIC01716,FIR01299,Direct Involvement
OFF00649,VIC02042,FIR01300,Known Associate
OFF01102,VIC00383,FIR01301,Repeat Offender
OFF01161,VIC00926,FIR01302,Repeat Offender
OFF01369,VIC01584,FIR01303,Repeat Offender
OFF00513,VIC02169,FIR01304,Direct Involvement
OFF01418,VIC02185,FIR01305,Known Associate
OFF00726,VIC02779,FIR01306,Repeat Offender
OFF01106,VIC02566,FIR01307,Direct Involvement
OFF00991,VIC01362,FIR01308,Repeat Offender
OFF00975,VIC01175,FIR01309,Direct Involvement
OFF01420,VIC01529,FIR01310,Repeat Offender
OFF01002,VIC01972,FIR01311,Direct Involvement
OFF01189,VIC02732,FIR01312,Known Associate
OFF01218,VIC02334,FIR01313,Direct Involvement
OFF01039,VIC01925,FIR01314,Direct Involvement
OFF00334,VIC01770,FIR01315,Known Associate
OFF00820,VIC02344,FIR01316,Direct Involvement
OFF00526,VIC00880,FIR01317,Known Associate
OFF01611,VIC02312,FIR01318,Known Associate
OFF01068,VIC00359,FIR01319,Known Associate
OFF00720,VIC01629,FIR01320,Known Associate
OFF00233,VIC00418,FIR01321,Direct Involvement
OFF01177,VIC02661,FIR01322,Known Associate
OFF01653,VIC01753,FIR01323,Direct Involvement
OFF01150,VIC00015,FIR01324,Repeat Offender
OFF00463,VIC01465,FIR01325,Repeat Offender
OFF01539,VIC01524,FIR01326,Direct Involvement
OFF01303,VIC02323,FIR01327,Direct Involvement
OFF01424,VIC00299,FIR01328,Direct Involvement
OFF00855,VIC02819,FIR01329,Repeat Offender
OFF01442,VIC01997,FIR01330,Direct Involvement
OFF00798,VIC01560,FIR01331,Direct Involvement
OFF00526,VIC00286,FIR01332,Known Associate
OFF00136,VIC01890,FIR01333,Direct Involvement
OFF00917,VIC02381,FIR01334,Repeat Offender
OFF01267,VIC00988,FIR01335,Direct Involvement
OFF01222,VIC01421,FIR01336,Direct Involvement
OFF01202,VIC02818,FIR01337,Repeat Offender
OFF00302,VIC02619,FIR01338,Known Associate
OFF01793,VIC02514,FIR01339,Repeat Offender
OFF01431,VIC01754,FIR01340,Repeat Offender
OFF01473,VIC02794,FIR01341,Known Associate
OFF01751,VIC00021,FIR01342,Known Associate
OFF00367,VIC02218,FIR01343,Known Associate
OFF01875,VIC01658,FIR01344,Direct Involvement
OFF00492,VIC02984,FIR01345,Known Associate
OFF00410,VIC02185,FIR01346,Direct Involvement
OFF00160,VIC02530,FIR01347,Repeat Offender
OFF00895,VIC02988,FIR01348,Known Associate
OFF00970,VIC00638,FIR01349,Known Associate
OFF01423,VIC00152,FIR01350,Known Associate
OFF01765,VIC00065,FIR01351,Direct Involvement
OFF00936,VIC02673,FIR01352,Direct Involvement
OFF01547,VIC01777,FIR01353,Repeat Offender
OFF01568,VIC00569,FIR01354,Known Associate
OFF01060,VIC00925,FIR01355,Known Associate
OFF00362,VIC00248,FIR01356,Repeat Offender
OFF01260,VIC00795,FIR01357,Direct Involvement
OFF01405,VIC01824,FIR01358,Repeat Offender
OFF00534,VIC01687,FIR01359,Known Associate
OFF01438,VIC00091,FIR01360,Repeat Offender
OFF00230,VIC02204,FIR01361,Known Associate
OFF00946,VIC02920,FIR01362,Repeat Offender
OFF01162,VIC02496,FIR01363,Known Associate
OFF00703,VIC02405,FIR01364,Known Associate
OFF00218,VIC01446,FIR01365,Known Associate
OFF00064,VIC01874,FIR01366,Direct Involvement
OFF00261,VIC00424,FIR01367,Known Associate
OFF01317,VIC01092,FIR01368,Direct Involvement
OFF00070,VIC00128,FIR01369,Direct Involvement
OFF01146,VIC02424,FIR01370,Direct Involvement
OFF01160,VIC01509,FIR01371,Known Associate
OFF00996,VIC01970,FIR01372,Known Associate
OFF01763,VIC01037,FIR01373,Repeat Offender
OFF00517,VIC02211,FIR01374,Known Associate
OFF00135,VIC01413,FIR01375,Known Associate
OFF00137,VIC02904,FIR01376,Known Associate
OFF00844,VIC00365,FIR01377,Known Associate
OFF01131,VIC01308,FIR01378,Repeat Offender
OFF00552,VIC02066,FIR01379,Direct Involvement
OFF01331,VIC02472,FIR01380,Repeat Offender
OFF01654,VIC00662,FIR01381,Known Associate
OFF01065,VIC01786,FIR01382,Direct Involvement
OFF00732,VIC02892,FIR01383,Direct Involvement
OFF01629,VIC00631,FIR01384,Repeat Offender
OFF00599,VIC01548,FIR01385,Repeat Offender
OFF01467,VIC00501,FIR01386,Direct Involvement
OFF00553,VIC02505,FIR01387,Direct Involvement
OFF00605,VIC00427,FIR01388,Repeat Offender
OFF00580,VIC01652,FIR01389,Direct Involvement
OFF01125,VIC01236,FIR01390,Repeat Offender
OFF01532,VIC02089,FIR01391,Repeat Offender
OFF01924,VIC01797,FIR01392,Direct Involvement
OFF00859,VIC00340,FIR01393,Known Associate
OFF00129,VIC00243,FIR01394,Known Associate
OFF00149,VIC00997,FIR01395,Repeat Offender
OFF01474,VIC01498,FIR01396,Repeat Offender
OFF00820,VIC01018,FIR01397,Direct Involvement
OFF00666,VIC02171,FIR01398,Known Associate
OFF00037,VIC02702,FIR01399,Known Associate
OFF00119,VIC02030,FIR01400,Repeat Offender
OFF00664,VIC01651,FIR01401,Repeat Offender
OFF00235,VIC00179,FIR01402,Repeat Offender
OFF01846,VIC00590,FIR01403,Repeat Offender
OFF00253,VIC00285,FIR01404,Known Associate
OFF00176,VIC01019,FIR01405,Direct Involvement
OFF01177,VIC01016,FIR01406,Known Associate
OFF01452,VIC01038,FIR01407,Repeat Offender
OFF00139,VIC01869,FIR01408,Repeat Offender
OFF00391,VIC01658,FIR01409,Known Associate
OFF00833,VIC00940,FIR01410,Known Associate
OFF01584,VIC00192,FIR01411,Repeat Offender
OFF00404,VIC01179,FIR01412,Known Associate
OFF01091,VIC00576,FIR01413,Direct Involvement
OFF01308,VIC02256,FIR01414,Known Associate
OFF00020,VIC02117,FIR01415,Repeat Offender
OFF00229,VIC02428,FIR01416,Repeat Offender
OFF01092,VIC00947,FIR01417,Known Associate
OFF01431,VIC01724,FIR01418,Direct Involvement
OFF01258,VIC01714,FIR01419,Direct Involvement
OFF01452,VIC01765,FIR01420,Direct Involvement
OFF00006,VIC00324,FIR01421,Known Associate
OFF01012,VIC02206,FIR01422,Direct Involvement
OFF00644,VIC02407,FIR01423,Direct Involvement
OFF00960,VIC02604,FIR01424,Repeat Offender
OFF01010,VIC00451,FIR01425,Direct Involvement
OFF01272,VIC02794,FIR01426,Repeat Offender
OFF00981,VIC02739,FIR01427,Repeat Offender
OFF00676,VIC02469,FIR01428,Direct Involvement
OFF01521,VIC01074,FIR01429,Repeat Offender
OFF01961,VIC01913,FIR01430,Direct Involvement
OFF00027,VIC01460,FIR01431,Direct Involvement
OFF00462,VIC02433,FIR01432,Repeat Offender
OFF00383,VIC01869,FIR01433,Repeat Offender
OFF01445,VIC01023,FIR01434,Repeat Offender
OFF01521,VIC02342,FIR01435,Repeat Offender
OFF01196,VIC00144,FIR01436,Repeat Offender
OFF01967,VIC00416,FIR01437,Known Associate
OFF00886,VIC01535,FIR01438,Known Associate
OFF00079,VIC01803,FIR01439,Known Associate
OFF00580,VIC00236,FIR01440,Direct Involvement
OFF00485,VIC00609,FIR01441,Direct Involvement
OFF00788,VIC00148,FIR01442,Repeat Offender
OFF01921,VIC00321,FIR01443,Direct Involvement
OFF01899,VIC01724,FIR01444,Direct Involvement
OFF01984,VIC00383,FIR01445,Repeat Offender
OFF01786,VIC01314,FIR01446,Direct Involvement
OFF01283,VIC01140,FIR01447,Repeat Offender
OFF00588,VIC01982,FIR01448,Known Associate
OFF00494,VIC01545,FIR01449,Known Associate
OFF00338,VIC01070,FIR01450,Direct Involvement
OFF01393,VIC00900,FIR01451,Direct Involvement
OFF01865,VIC02077,FIR01452,Direct Involvement
OFF01484,VIC01987,FIR01453,Direct Involvement
OFF01372,VIC01476,FIR01454,Direct Involvement
OFF00652,VIC01481,FIR01455,Known Associate
OFF01523,VIC00554,FIR01456,Direct Involvement
OFF00712,VIC02381,FIR01457,Direct Involvement
OFF01432,VIC00056,FIR01458,Direct Involvement
OFF01199,VIC02648,FIR01459,Direct Involvement
OFF00309,VIC00204,FIR01460,Known Associate
OFF00388,VIC02937,FIR01461,Known Associate
OFF00321,VIC01931,FIR01462,Direct Involvement
OFF01229,VIC02406,FIR01463,Direct Involvement
OFF01901,VIC01068,FIR01464,Known Associate
OFF00393,VIC00456,FIR01465,Repeat Offender
OFF00981,VIC02467,FIR01466,Known Associate
OFF01977,VIC00823,FIR01467,Repeat Offender
OFF01288,VIC02828,FIR01468,Repeat Offender
OFF00766,VIC01756,FIR01469,Known Associate
OFF00449,VIC01712,FIR01470,Known Associate
OFF01799,VIC00949,FIR01471,Repeat Offender
OFF01602,VIC02054,FIR01472,Repeat Offender
OFF00123,VIC02663,FIR01473,Direct Involvement
OFF00327,VIC00676,FIR01474,Known Associate
OFF01386,VIC00419,FIR01475,Direct Involvement
OFF01924,VIC00790,FIR01476,Known Associate
OFF01265,VIC01068,FIR01477,Direct Involvement
OFF01699,VIC01102,FIR01478,Known Associate
OFF00168,VIC00890,FIR01479,Known Associate
OFF00791,VIC00577,FIR01480,Known Associate
OFF01330,VIC02086,FIR01481,Repeat Offender
OFF00847,VIC01789,FIR01482,Direct Involvement
OFF01196,VIC00469,FIR01483,Repeat Offender
OFF01154,VIC00175,FIR01484,Known Associate
OFF01693,VIC02895,FIR01485,Known Associate
OFF01694,VIC01830,FIR01486,Known Associate
OFF00645,VIC02180,FIR01487,Repeat Offender
OFF00170,VIC00737,FIR01488,Known Associate
OFF00918,VIC00747,FIR01489,Repeat Offender
OFF00089,VIC00436,FIR01490,Direct Involvement
OFF00759,VIC01539,FIR01491,Repeat Offender
OFF00260,VIC02055,FIR01492,Known Associate
OFF00730,VIC02144,FIR01493,Known Associate
OFF01868,VIC00032,FIR01494,Repeat Offender
OFF01470,VIC00804,FIR01495,Known Associate
OFF00690,VIC02808,FIR01496,Repeat Offender
OFF01769,VIC00705,FIR01497,Repeat Offender
OFF01418,VIC01488,FIR01498,Known Associate
OFF01138,VIC01582,FIR01499,Direct Involvement
OFF01625,VIC00462,FIR01500,Known Associate
OFF01088,VIC01626,FIR01501,Known Associate
OFF00633,VIC01390,FIR01502,Known Associate
OFF01956,VIC00625,FIR01503,Known Associate
OFF00059,VIC00073,FIR01504,Known Associate
OFF00170,VIC01285,FIR01505,Repeat Offender
OFF00634,VIC02227,FIR01506,Direct Involvement
OFF00914,VIC00098,FIR01507,Repeat Offender
OFF01321,VIC00687,FIR01508,Direct Involvement
OFF01165,VIC01469,FIR01509,Repeat Offender
OFF00782,VIC02653,FIR01510,Known Associate
OFF00053,VIC02469,FIR01511,Known Associate
OFF01131,VIC02691,FIR01512,Direct Involvement
OFF01402,VIC02565,FIR01513,Known Associate
OFF01448,VIC00359,FIR01514,Repeat Offender
OFF01475,VIC00153,FIR01515,Known Associate
OFF00771,VIC01891,FIR01516,Repeat Offender
OFF00833,VIC01402,FIR01517,Direct Involvement
OFF01532,VIC00019,FIR01518,Known Associate
OFF00386,VIC01781,FIR01519,Repeat Offender
OFF00844,VIC01478,FIR01520,Known Associate
OFF01539,VIC02911,FIR01521,Direct Involvement
OFF00155,VIC00493,FIR01522,Direct Involvement
OFF00291,VIC02136,FIR01523,Repeat Offender
OFF00759,VIC00965,FIR01524,Repeat Offender
OFF01473,VIC02406,FIR01525,Direct Involvement
OFF00016,VIC01613,FIR01526,Known Associate
OFF00743,VIC00130,FIR01527,Direct Involvement
OFF00395,VIC02221,FIR01528,Known Associate
OFF00204,VIC02944,FIR01529,Known Associate
OFF00051,VIC01815,FIR01530,Repeat Offender
OFF00326,VIC00710,FIR01531,Direct Involvement
OFF01617,VIC02557,FIR01532,Repeat Offender
OFF01033,VIC00390,FIR01533,Known Associate
OFF00884,VIC01710,FIR01534,Direct Involvement
OFF01684,VIC02921,FIR01535,Direct Involvement
OFF00820,VIC02074,FIR01536,Direct Involvement
OFF00837,VIC01569,FIR01537,Repeat Offender
OFF01841,VIC00037,FIR01538,Known Associate
OFF00205,VIC01827,FIR01539,Direct Involvement
OFF01990,VIC02819,FIR01540,Repeat Offender
OFF01244,VIC01698,FIR01541,Known Associate
OFF01771,VIC02648,FIR01542,Known Associate
OFF00120,VIC01496,FIR01543,Known Associate
OFF01972,VIC02197,FIR01544,Known Associate
OFF01903,VIC02018,FIR01545,Known Associate
OFF00796,VIC00950,FIR01546,Known Associate
OFF01276,VIC00943,FIR01547,Known Associate
OFF00655,VIC02901,FIR01548,Known Associate
OFF00469,VIC02356,FIR01549,Repeat Offender
OFF01710,VIC02091,FIR01550,Direct Involvement
OFF01370,VIC00260,FIR01551,Repeat Offender
OFF00516,VIC00335,FIR01552,Repeat Offender
OFF00637,VIC02547,FIR01553,Repeat Offender
OFF01663,VIC00775,FIR01554,Repeat Offender
OFF00736,VIC01483,FIR01555,Repeat Offender
OFF00390,VIC02177,FIR01556,Repeat Offender
OFF01564,VIC02912,FIR01557,Repeat Offender
OFF00064,VIC02032,FIR01558,Direct Involvement
OFF00095,VIC01090,FIR01559,Direct Involvement
OFF01387,VIC02800,FIR01560,Known Associate
OFF01151,VIC01921,FIR01561,Repeat Offender
OFF00139,VIC01734,FIR01562,Repeat Offender
OFF00251,VIC00755,FIR01563,Known Associate
OFF00348,VIC02569,FIR01564,Direct Involvement
OFF00593,VIC02872,FIR01565,Direct Involvement
OFF01029,VIC00228,FIR01566,Direct Involvement
OFF01335,VIC01564,FIR01567,Direct Involvement
OFF01143,VIC01293,FIR01568,Known Associate
OFF01098,VIC02433,FIR01569,Direct Involvement
OFF00434,VIC01194,FIR01570,Known Associate
OFF00085,VIC01577,FIR01571,Known Associate
OFF00431,VIC00173,FIR01572,Known Associate
OFF01631,VIC01273,FIR01573,Direct Involvement
OFF00048,VIC01874,FIR01574,Direct Involvement
OFF00197,VIC00436,FIR01575,Known Associate
OFF00936,VIC02372,FIR01576,Known Associate
OFF01570,VIC02843,FIR01577,Known Associate
OFF01909,VIC02931,FIR01578,Repeat Offender
OFF00037,VIC00021,FIR01579,Known Associate
OFF01953,VIC01690,FIR01580,Repeat Offender
OFF01832,VIC01302,FIR01581,Direct Involvement
OFF00811,VIC01030,FIR01582,Repeat Offender
OFF01079,VIC01927,FIR01583,Direct Involvement
OFF01614,VIC00153,FIR01584,Repeat Offender
OFF00921,VIC00043,FIR01585,Direct Involvement
OFF00429,VIC00394,FIR01586,Direct Involvement
OFF00995,VIC02451,FIR01587,Repeat Offender
OFF00935,VIC02097,FIR01588,Repeat Offender
OFF00068,VIC01083,FIR01589,Direct Involvement
OFF00362,VIC01957,FIR01590,Known Associate
OFF01023,VIC00443,FIR01591,Direct Involvement
OFF00053,VIC02511,FIR01592,Known Associate
OFF00998,VIC01768,FIR01593,Repeat Offender
OFF01332,VIC00350,FIR01594,Direct Involvement
OFF00494,VIC00714,FIR01595,Known Associate
OFF00773,VIC01578,FIR01596,Direct Involvement
OFF00986,VIC01974,FIR01597,Repeat Offender
OFF00689,VIC01026,FIR01598,Direct Involvement
OFF00651,VIC01305,FIR01599,Known Associate
OFF01524,VIC00203,FIR01600,Known Associate
OFF01708,VIC02198,FIR01601,Direct Involvement
OFF00353,VIC01402,FIR01602,Direct Involvement
OFF00692,VIC00321,FIR01603,Direct Involvement
OFF01486,VIC02032,FIR01604,Repeat Offender
OFF00816,VIC00492,FIR01605,Direct Involvement
OFF01300,VIC00543,FIR01606,Repeat Offender
OFF00711,VIC00327,FIR01607,Known Associate
OFF01548,VIC02274,FIR01608,Direct Involvement
OFF00680,VIC01440,FIR01609,Direct Involvement
OFF01244,VIC02416,FIR01610,Repeat Offender
OFF00559,VIC01491,FIR01611,Direct Involvement
OFF00600,VIC02352,FIR01612,Repeat Offender
OFF00218,VIC00054,FIR01613,Repeat Offender
OFF01570,VIC01186,FIR01614,Repeat Offender
OFF00112,VIC01500,FIR01615,Direct Involvement
OFF01159,VIC00318,FIR01616,Known Associate
OFF01109,VIC00494,FIR01617,Repeat Offender
OFF00472,VIC02149,FIR01618,Repeat Offender
OFF00972,VIC02794,FIR01619,Known Associate
