FIR_ID,Crime_Type,Date,District,Police_Station,Location_ID,Status,Offender_ID,Victim_ID
FIR00975,Murder,2024-03-25,Davanagere,South PS,LOC025,Closed,OFF00763,VIC02928
FIR00976,Robbery,2022-05-01,Bengaluru Urban,Cyber PS,LOC062,Under Investigation,OFF00772,VIC02801
FIR00977,Vehicle Theft,2024-06-18,Tumakuru,East PS,LOC058,Closed,OFF01152,VIC02115
FIR00978,Vehicle Theft,2023-05-10,Belagavi,Cyber PS,LOC022,Under Investigation,OFF01848,VIC01037
FIR00979,Burglary,2025-10-25,Bengaluru Rural,Cyber PS,LOC097,Under Investigation,OFF00246,VIC02301
FIR00980,Assault,2025-09-18,Bengaluru Rural,West PS,LOC018,Under Investigation,OFF00149,VIC02783
FIR00981,Murder,2023-09-21,Belagavi,Central PS,LOC090,Under Investigation,OFF00849,VIC01342
FIR00982,Theft,2023-04-06,Vijayapura,North PS,LOC096,Open,OFF00410,VIC02074
FIR00983,Vehicle Theft,2024-10-02,Chikkamagaluru,Central PS,LOC084,Closed,OFF01742,VIC01403
FIR00984,Fraud,2023-11-16,Bengaluru Urban,East PS,LOC054,Open,OFF01856,VIC01726
FIR00985,Kidnapping,2022-11-26,Hubballi-Dharwad,West PS,LOC076,Closed,OFF00456,VIC00763
FIR00986,Vehicle Theft,2022-05-30,Mangaluru,East PS,LOC057,Open,OFF01210,VIC01053
FIR00987,Cyber Crime,2023-10-04,Ballari,North PS,LOC047,Open,OFF01386,VIC01642
FIR00988,Cyber Crime,2023-01-12,Udupi,North PS,LOC060,Open,OFF01787,VIC02265
FIR00989,Cyber Crime,2025-01-05,Tumakuru,East PS,LOC058,Open,OFF01273,VIC01771
FIR00990,Kidnapping,2022-05-06,Ballari,Traffic PS,LOC013,Open,OFF00686,VIC00651
FIR00991,Financial Fraud,2025-03-18,Hubballi-Dharwad,North PS,LOC039,Open,OFF01794,VIC00220
FIR00992,Cyber Crime,2023-03-30,Mangaluru,East PS,LOC091,Closed,OFF00206,VIC00945
FIR00993,Theft,2022-05-23,Bengaluru Urban,Cyber PS,LOC062,Under Investigation,OFF00735,VIC00749
FIR00994,Theft,2025-03-16,Mangaluru,Cyber PS,LOC069,Under Investigation,OFF00897,VIC01145
FIR00995,Theft,2025-10-18,Shivamogga,South PS,LOC063,Closed,OFF01295,VIC00950
FIR00996,Kidnapping,2022-01-12,Vijayapura,South PS,LOC017,Under Investigation,OFF01538,VIC00196
FIR00997,Domestic Violence,2024-04-27,Chikkamagaluru,Rural PS,LOC051,Closed,OFF00623,VIC00420
FIR00998,Burglary,2022-01-29,Mangaluru,East PS,LOC091,Open,OFF00353,VIC02161
FIR00999,Drug Offense,2024-02-26,Hubballi-Dharwad,West PS,LOC034,Closed,OFF00437,VIC02015
FIR01000,Murder,2022-10-06,Mangaluru,North PS,LOC098,Open,OFF01451,VIC00260
FIR01001,Fraud,2025-10-21,Shivamogga,Central PS,LOC033,Closed,OFF00799,VIC00574
FIR01002,Domestic Violence,2025-02-26,Hubballi-Dharwad,Traffic PS,LOC032,Under Investigation,OFF00695,VIC01337
FIR01003,Murder,2023-10-25,Mangaluru,Cyber PS,LOC069,Open,OFF01321,VIC02824
FIR01004,Murder,2022-12-17,Tumakuru,East PS,LOC058,Under Investigation,OFF00544,VIC01793
FIR01005,Cyber Crime,2024-05-17,Bengaluru Urban,Cyber PS,LOC062,Open,OFF00180,VIC00075
FIR01006,Assault,2022-04-06,Udupi,North PS,LOC060,Open,OFF01596,VIC02051
FIR01007,Burglary,2025-10-06,Chikkamagaluru,Rural PS,LOC024,Open,OFF00253,VIC00942
FIR01008,Vehicle Theft,2022-10-17,Hassan,East PS,LOC055,Closed,OFF01877,VIC02469
FIR01009,Burglary,2024-12-02,Mangaluru,West PS,LOC036,Open,OFF00529,VIC02517
FIR01010,Vehicle Theft,2024-08-04,Udupi,Traffic PS,LOC049,Open,OFF00188,VIC00582
FIR01011,Burglary,2025-05-05,Tumakuru,West PS,LOC042,Open,OFF00681,VIC01661
FIR01012,Robbery,2022-08-23,Mangaluru,Cyber PS,LOC061,Closed,OFF01190,VIC00322
FIR01013,Financial Fraud,2023-04-08,Chikkamagaluru,Rural PS,LOC024,Under Investigation,OFF00760,VIC01414
FIR01014,Assault,2023-01-06,Ballari,Traffic PS,LOC013,Closed,OFF01981,VIC00366
FIR01015,Robbery,2022-12-11,Chikkamagaluru,East PS,LOC080,Under Investigation,OFF00651,VIC02221
FIR01016,Burglary,2025-09-14,Vijayapura,South PS,LOC017,Open,OFF01032,VIC00215
FIR01017,Robbery,2024-12-10,Ballari,West PS,LOC089,Under Investigation,OFF01287,VIC01484
FIR01018,Financial Fraud,2024-09-28,Udupi,Traffic PS,LOC049,Open,OFF01586,VIC02438
FIR01019,Murder,2024-01-20,Davanagere,North PS,LOC044,Open,OFF00470,VIC00306
FIR01020,Robbery,2022-08-06,Hassan,Central PS,LOC021,Under Investigation,OFF01890,VIC01711
FIR01021,Domestic Violence,2023-03-10,Vijayapura,Rural PS,LOC050,Closed,OFF01113,VIC01574
FIR01022,Domestic Violence,2025-01-31,Udupi,Central PS,LOC059,Open,OFF01424,VIC02722
FIR01023,Fraud,2025-04-20,Tumakuru,North PS,LOC005,Under Investigation,OFF00708,VIC02426
FIR01024,Financial Fraud,2024-08-07,Mangaluru,North PS,LOC098,Closed,OFF00319,VIC00165
FIR01025,Drug Offense,2022-07-12,Vijayapura,North PS,LOC096,Under Investigation,OFF00101,VIC00444
FIR01026,Financial Fraud,2022-04-02,Hassan,East PS,LOC055,Open,OFF01530,VIC00648
FIR01027,Vehicle Theft,2023-04-30,Hubballi-Dharwad,West PS,LOC076,Under Investigation,OFF00754,VIC00080
FIR01028,Assault,2025-05-21,Vijayapura,East PS,LOC001,Open,OFF00706,VIC01939
FIR01029,Murder,2024-02-08,Ballari,Traffic PS,LOC023,Open,OFF01860,VIC02160
FIR01030,Vehicle Theft,2025-04-06,Hassan,West PS,LOC094,Open,OFF00735,VIC00719
FIR01031,Fraud,2023-07-20,Vijayapura,South PS,LOC035,Closed,OFF00734,VIC02155
FIR01032,Robbery,2025-09-08,Bengaluru Rural,West PS,LOC028,Under Investigation,OFF01942,VIC02914
FIR01033,Financial Fraud,2022-12-11,Hubballi-Dharwad,North PS,LOC039,Closed,OFF00331,VIC01243
FIR01034,Theft,2022-01-03,Vijayapura,North PS,LOC096,Open,OFF00787,VIC01718
FIR01035,Murder,2023-03-14,Shivamogga,Traffic PS,LOC016,Closed,OFF01469,VIC02229
FIR01036,Kidnapping,2022-09-19,Bengaluru Rural,West PS,LOC028,Open,OFF01137,VIC00904
FIR01037,Burglary,2025-09-18,Chikkamagaluru,North PS,LOC093,Open,OFF00801,VIC01653
FIR01038,Cyber Crime,2022-07-01,Davanagere,Cyber PS,LOC087,Closed,OFF00459,VIC00619
FIR01039,Kidnapping,2023-07-25,Davanagere,North PS,LOC020,Open,OFF00535,VIC00858
FIR01040,Financial Fraud,2022-09-27,Kalaburagi,North PS,LOC006,Under Investigation,OFF00183,VIC02382
FIR01041,Robbery,2022-08-13,Davanagere,Central PS,LOC048,Closed,OFF00236,VIC00929
FIR01042,Murder,2025-03-28,Tumakuru,East PS,LOC058,Under Investigation,OFF01234,VIC00935
FIR01043,Kidnapping,2022-01-21,Vijayapura,South PS,LOC086,Open,OFF00411,VIC00671
FIR01044,Financial Fraud,2025-07-08,Udupi,South PS,LOC078,Open,OFF01683,VIC02657
FIR01045,Kidnapping,2022-03-15,Chikkamagaluru,Rural PS,LOC051,Open,OFF00966,VIC00818
FIR01046,Financial Fraud,2023-07-22,Hubballi-Dharwad,West PS,LOC034,Under Investigation,OFF01965,VIC02113
FIR01047,Burglary,2023-03-25,Chikkamagaluru,Central PS,LOC084,Open,OFF01284,VIC00990
FIR01048,Vehicle Theft,2024-06-17,Hubballi-Dharwad,West PS,LOC034,Closed,OFF01286,VIC00495
FIR01049,Assault,2022-07-31,Bengaluru Rural,Cyber PS,LOC097,Closed,OFF01377,VIC00725
FIR01050,Theft,2023-02-02,Chikkamagaluru,Rural PS,LOC024,Open,OFF01503,VIC00393
FIR01051,Drug Offense,2022-07-11,Hassan,West PS,LOC041,Closed,OFF00250,VIC02912
FIR01052,Cyber Crime,2024-04-13,Bengaluru Rural,East PS,LOC081,Closed,OFF01467,VIC00945
FIR01053,Kidnapping,2022-01-06,Udupi,Cyber PS,LOC092,Open,OFF00367,VIC02197
FIR01054,Assault,2025-05-03,Mysuru,Rural PS,LOC027,Closed,OFF01095,VIC02737
FIR01055,Fraud,2024-07-30,Mangaluru,East PS,LOC057,Closed,OFF00679,VIC02667
FIR01056,Murder,2022-07-16,Hubballi-Dharwad,Traffic PS,LOC032,Under Investigation,OFF00978,VIC00683
FIR01057,Robbery,2022-09-28,Kalaburagi,East PS,LOC012,Under Investigation,OFF00185,VIC00775
FIR01058,Burglary,2025-08-27,Hassan,West PS,LOC094,Under Investigation,OFF00744,VIC01612
FIR01059,Kidnapping,2024-05-01,Bengaluru Rural,East PS,LOC040,Under Investigation,OFF01679,VIC00372
FIR01060,Vehicle Theft,2022-06-01,Shivamogga,South PS,LOC030,Closed,OFF01048,VIC01704
FIR01061,Theft,2025-05-30,Hubballi-Dharwad,West PS,LOC034,Open,OFF01816,VIC01764
FIR01062,Assault,2024-12-23,Hubballi-Dharwad,North PS,LOC099,Open,OFF01399,VIC01799
FIR01063,Assault,2023-06-24,Davanagere,Cyber PS,LOC087,Under Investigation,OFF01460,VIC01759
FIR01064,Robbery,2023-07-20,Tumakuru,West PS,LOC042,Under Investigation,OFF01103,VIC01274
FIR01065,Burglary,2024-03-13,Davanagere,North PS,LOC020,Open,OFF00543,VIC02526
FIR01066,Assault,2022-06-16,Vijayapura,South PS,LOC086,Open,OFF01453,VIC00876
FIR01067,Theft,2024-09-24,Tumakuru,North PS,LOC005,Under Investigation,OFF01432,VIC01696
FIR01068,Drug Offense,2024-01-22,Mysuru,East PS,LOC068,Under Investigation,OFF01593,VIC01769
FIR01069,Drug Offense,2024-05-05,Shivamogga,Cyber PS,LOC019,Closed,OFF01411,VIC01397
FIR01070,Assault,2024-02-24,Davanagere,South PS,LOC025,Under Investigation,OFF00143,VIC00157
FIR01071,Robbery,2022-11-10,Shivamogga,Cyber PS,LOC019,Under Investigation,OFF01357,VIC02577
FIR01072,Fraud,2024-03-17,Hassan,Rural PS,LOC064,Closed,OFF00200,VIC00942
FIR01073,Murder,2023-09-13,Chikkamagaluru,North PS,LOC077,Closed,OFF00262,VIC02775
FIR01074,Kidnapping,2023-09-08,Chikkamagaluru,Central PS,LOC084,Open,OFF00593,VIC00902
FIR01075,Drug Offense,2024-06-02,Shivamogga,South PS,LOC030,Open,OFF01656,VIC00666
FIR01076,Murder,2023-09-20,Kalaburagi,East PS,LOC029,Open,OFF00620,VIC01256
FIR01077,Murder,2023-04-06,Belagavi,Cyber PS,LOC022,Closed,OFF01396,VIC02532
FIR01078,Cyber Crime,2022-01-18,Tumakuru,West PS,LOC042,Under Investigation,OFF00087,VIC01650
FIR01079,Burglary,2024-02-11,Chikkamagaluru,North PS,LOC077,Closed,OFF01591,VIC00287
FIR01080,Burglary,2022-09-23,Bengaluru Rural,Cyber PS,LOC097,Closed,OFF00598,VIC00295
FIR01081,Robbery,2024-06-07,Hubballi-Dharwad,Traffic PS,LOC032,Open,OFF00328,VIC02484
FIR01082,Cyber Crime,2022-10-28,Bengaluru Urban,East PS,LOC054,Open,OFF01872,VIC01008
FIR01083,Burglary,2025-09-24,Hubballi-Dharwad,North PS,LOC099,Under Investigation,OFF00214,VIC01486
FIR01084,Domestic Violence,2025-09-02,Ballari,North PS,LOC047,Under Investigation,OFF01563,VIC02634
FIR01085,Kidnapping,2023-06-30,Shivamogga,Traffic PS,LOC016,Open,OFF00483,VIC01279
FIR01086,Domestic Violence,2025-10-22,Davanagere,Traffic PS,LOC072,Under Investigation,OFF00410,VIC02949
FIR01087,Domestic Violence,2022-03-22,Hubballi-Dharwad,North PS,LOC039,Under Investigation,OFF00972,VIC02831
FIR01088,Kidnapping,2025-05-01,Udupi,North PS,LOC015,Under Investigation,OFF01685,VIC00982
FIR01089,Drug Offense,2025-06-29,Shivamogga,South PS,LOC030,Open,OFF00911,VIC01751
FIR01090,Financial Fraud,2023-05-07,Davanagere,Traffic PS,LOC095,Closed,OFF01832,VIC02536
FIR01091,Kidnapping,2022-06-23,Chikkamagaluru,East PS,LOC003,Under Investigation,OFF00965,VIC00883
FIR01092,Drug Offense,2025-10-30,Bengaluru Rural,East PS,LOC081,Closed,OFF01525,VIC01115
FIR01093,Domestic Violence,2023-02-16,Mangaluru,East PS,LOC091,Closed,OFF00604,VIC02816
FIR01094,Financial Fraud,2022-10-02,Davanagere,Rural PS,LOC011,Closed,OFF00094,VIC01065
FIR01095,Fraud,2023-01-18,Belagavi,Traffic PS,LOC010,Under Investigation,OFF00312,VIC01506
FIR01096,Domestic Violence,2024-01-17,Vijayapura,South PS,LOC073,Open,OFF00029,VIC00363
FIR01097,Cyber Crime,2023-05-18,Bengaluru Rural,Cyber PS,LOC097,Open,OFF01467,VIC02557
FIR01098,Robbery,2023-05-09,Ballari,Traffic PS,LOC023,Open,OFF00754,VIC02493
FIR01099,Kidnapping,2024-01-20,Vijayapura,South PS,LOC083,Under Investigation,OFF01050,VIC00098
FIR01100,Theft,2024-04-10,Bengaluru Urban,East PS,LOC031,Closed,OFF00155,VIC02426
FIR01101,Fraud,2023-07-01,Hassan,Rural PS,LOC064,Closed,OFF00700,VIC00901
FIR01102,Financial Fraud,2024-03-10,Bengaluru Rural,North PS,LOC004,Under Investigation,OFF01747,VIC02916
FIR01103,Vehicle Theft,2023-07-05,Shivamogga,West PS,LOC056,Closed,OFF01306,VIC00154
FIR01104,Murder,2024-04-02,Bengaluru Urban,Cyber PS,LOC062,Under Investigation,OFF00604,VIC02306
FIR01105,Financial Fraud,2023-07-04,Udupi,North PS,LOC060,Under Investigation,OFF01327,VIC00338
FIR01106,Fraud,2023-02-13,Vijayapura,South PS,LOC035,Open,OFF01916,VIC02681
FIR01107,Murder,2024-01-30,Ballari,Traffic PS,LOC071,Closed,OFF00350,VIC01757
FIR01108,Drug Offense,2024-03-15,Hassan,Rural PS,LOC064,Under Investigation,OFF01067,VIC02455
FIR01109,Drug Offense,2024-10-26,Hassan,Traffic PS,LOC009,Open,OFF01343,VIC02446
FIR01110,Cyber Crime,2023-03-04,Udupi,Central PS,LOC059,Open,OFF01650,VIC01895
FIR01111,Fraud,2022-12-29,Shivamogga,South PS,LOC030,Closed,OFF01354,VIC01600
FIR01112,Domestic Violence,2022-02-15,Kalaburagi,North PS,LOC043,Under Investigation,OFF01582,VIC01895
FIR01113,Fraud,2025-03-18,Shivamogga,South PS,LOC063,Under Investigation,OFF00029,VIC00819
FIR01114,Robbery,2024-11-06,Chikkamagaluru,North PS,LOC077,Closed,OFF01541,VIC02069
FIR01115,Murder,2024-03-28,Mangaluru,East PS,LOC057,Open,OFF01884,VIC01584
FIR01116,Murder,2024-01-31,Kalaburagi,Traffic PS,LOC008,Closed,OFF00842,VIC01555
FIR01117,Vehicle Theft,2023-09-11,Chikkamagaluru,East PS,LOC074,Open,OFF01882,VIC01094
FIR01118,Theft,2023-05-06,Mangaluru,Cyber PS,LOC069,Closed,OFF00933,VIC02122
FIR01119,Assault,2022-10-07,Vijayapura,South PS,LOC073,Closed,OFF01684,VIC02361
FIR01120,Robbery,2025-04-20,Kalaburagi,East PS,LOC012,Closed,OFF01826,VIC00354
FIR01121,Robbery,2024-02-28,Shivamogga,Traffic PS,LOC016,Closed,OFF00940,VIC02369
FIR01122,Cyber Crime,2025-09-29,Mangaluru,North PS,LOC098,Under Investigation,OFF00021,VIC00071
FIR01123,Assault,2025-04-10,Chikkamagaluru,East PS,LOC003,Open,OFF00625,VIC01966
FIR01124,Robbery,2024-04-30,Bengaluru Urban,East PS,LOC054,Closed,OFF00988,VIC02662
FIR01125,Assault,2023-09-25,Bengaluru Rural,West PS,LOC028,Under Investigation,OFF01384,VIC00749
FIR01126,Murder,2024-07-16,Mangaluru,East PS,LOC057,Closed,OFF00223,VIC01493
FIR01127,Vehicle Theft,2025-09-09,Mangaluru,Central PS,LOC070,Open,OFF00573,VIC01220
FIR01128,Theft,2025-10-26,Vijayapura,East PS,LOC001,Open,OFF00545,VIC02173
FIR01129,Kidnapping,2025-08-15,Chikkamagaluru,East PS,LOC080,Under Investigation,OFF01205,VIC02269
FIR01130,Domestic Violence,2024-10-12,Ballari,Cyber PS,LOC026,Closed,OFF00220,VIC00329
FIR01131,Robbery,2022-10-18,Belagavi,Traffic PS,LOC010,Open,OFF01140,VIC01209
FIR01132,Vehicle Theft,2025-01-29,Davanagere,Traffic PS,LOC095,Open,OFF01997,VIC02626
FIR01133,Fraud,2023-07-30,Shivamogga,Cyber PS,LOC019,Open,OFF00528,VIC00032
FIR01134,Kidnapping,2024-01-13,Hassan,Traffic PS,LOC009,Closed,OFF00598,VIC00232
FIR01135,Drug Offense,2022-12-27,Mangaluru,Central PS,LOC070,Under Investigation,OFF01943,VIC00075
FIR01136,Cyber Crime,2023-06-16,Bengaluru Rural,East PS,LOC081,Under Investigation,OFF01644,VIC00511
FIR01137,Vehicle Theft,2025-10-22,Hassan,West PS,LOC094,Open,OFF00162,VIC02649
FIR01138,Assault,2024-10-15,Ballari,Cyber PS,LOC026,Under Investigation,OFF01554,VIC00250
FIR01139,Kidnapping,2025-08-20,Bengaluru Rural,Traffic PS,LOC038,Open,OFF00810,VIC00542
FIR01140,Drug Offense,2024-12-19,Belagavi,Cyber PS,LOC053,Closed,OFF01593,VIC01920
FIR01141,Assault,2022-10-30,Hassan,East PS,LOC055,Closed,OFF01881,VIC00050
FIR01142,Burglary,2024-07-16,Vijayapura,South PS,LOC035,Under Investigation,OFF01331,VIC02619
FIR01143,Kidnapping,2024-03-30,Shivamogga,Cyber PS,LOC019,Closed,OFF00904,VIC00342
FIR01144,Assault,2023-01-21,Belagavi,Cyber PS,LOC053,Closed,OFF00494,VIC01362
FIR01145,Cyber Crime,2022-08-17,Vijayapura,South PS,LOC083,Open,OFF00370,VIC00449
FIR01146,Kidnapping,2022-04-06,Udupi,South PS,LOC078,Under Investigation,OFF01421,VIC00330
FIR01147,Vehicle Theft,2022-11-09,Tumakuru,East PS,LOC058,Under Investigation,OFF00809,VIC00442
FIR01148,Fraud,2022-02-20,Hassan,Rural PS,LOC064,Closed,OFF00392,VIC00024
FIR01149,Kidnapping,2024-11-29,Kalaburagi,Traffic PS,LOC008,Open,OFF00531,VIC00731
FIR01150,Burglary,2022-02-21,Kalaburagi,North PS,LOC043,Closed,OFF00381,VIC02941
FIR01151,Financial Fraud,2022-12-31,Bengaluru Rural,East PS,LOC081,Open,OFF00199,VIC01736
FIR01152,Burglary,2023-09-26,Ballari,Cyber PS,LOC026,Closed,OFF00320,VIC02171
FIR01153,Assault,2025-09-18,Shivamogga,Cyber PS,LOC019,Open,OFF00718,VIC00434
FIR01154,Murder,2022-02-24,Bengaluru Rural,Cyber PS,LOC097,Closed,OFF01829,VIC01246
FIR01155,Financial Fraud,2025-03-20,Kalaburagi,East PS,LOC029,Open,OFF01689,VIC00425
FIR01156,Domestic Violence,2024-03-26,Hassan,Central PS,LOC037,Under Investigation,OFF01591,VIC00583
FIR01157,Vehicle Theft,2022-06-27,Bengaluru Urban,Central PS,LOC065,Open,OFF00941,VIC00413
FIR01158,Robbery,2023-02-11,Hubballi-Dharwad,North PS,LOC099,Open,OFF00985,VIC01846
FIR01159,Fraud,2025-06-28,Hassan,West PS,LOC094,Closed,OFF01811,VIC02900
FIR01160,Domestic Violence,2022-11-12,Shivamogga,Central PS,LOC033,Closed,OFF01260,VIC02785
FIR01161,Murder,2022-02-24,Ballari,Traffic PS,LOC023,Under Investigation,OFF00037,VIC00238
FIR01162,Financial Fraud,2025-03-24,Hubballi-Dharwad,West PS,LOC076,Under Investigation,OFF01842,VIC01760
FIR01163,Fraud,2023-05-20,Vijayapura,Traffic PS,LOC045,Open,OFF01219,VIC01289
FIR01164,Murder,2024-02-04,Shivamogga,South PS,LOC063,Closed,OFF01309,VIC02229
FIR01165,Assault,2025-10-30,Hassan,Central PS,LOC021,Open,OFF00229,VIC00391
FIR01166,Burglary,2022-12-13,Udupi,Cyber PS,LOC092,Under Investigation,OFF00508,VIC01324
FIR01167,Assault,2024-06-25,Shivamogga,Traffic PS,LOC016,Under Investigation,OFF01701,VIC01217
FIR01168,Domestic Violence,2023-01-25,Vijayapura,North PS,LOC096,Under Investigation,OFF00130,VIC00548
FIR01169,Theft,2022-12-23,Tumakuru,East PS,LOC058,Closed,OFF01953,VIC00130
FIR01170,Financial Fraud,2024-08-28,Davanagere,Rural PS,LOC011,Under Investigation,OFF00362,VIC02708
FIR01171,Assault,2023-12-27,Hubballi-Dharwad,Traffic PS,LOC032,Open,OFF00251,VIC00776
FIR01172,Drug Offense,2024-05-16,Hubballi-Dharwad,West PS,LOC034,Open,OFF01842,VIC02365
FIR01173,Theft,2023-12-18,Hassan,East PS,LOC055,Closed,OFF00673,VIC01077
FIR01174,Theft,2022-07-07,Udupi,Central PS,LOC059,Under Investigation,OFF01720,VIC00651
FIR01175,Domestic Violence,2022-04-04,Bengaluru Urban,North PS,LOC014,Open,OFF00803,VIC02773
FIR01176,Vehicle Theft,2025-05-28,Kalaburagi,North PS,LOC052,Open,OFF00077,VIC00095
FIR01177,Assault,2022-11-21,Bengaluru Urban,East PS,LOC031,Closed,OFF00467,VIC02442
FIR01178,Theft,2022-07-22,Davanagere,Central PS,LOC048,Closed,OFF01685,VIC01081
FIR01179,Drug Offense,2022-11-16,Mangaluru,Cyber PS,LOC061,Open,OFF01904,VIC00880
FIR01180,Domestic Violence,2025-08-13,Davanagere,North PS,LOC020,Open,OFF01134,VIC02648
FIR01181,Domestic Violence,2025-10-20,Ballari,Traffic PS,LOC023,Under Investigation,OFF00403,VIC01376
FIR01182,Vehicle Theft,2022-07-03,Ballari,Rural PS,LOC066,Under Investigation,OFF00947,VIC00559
FIR01183,Financial Fraud,2024-06-09,Chikkamagaluru,Rural PS,LOC024,Closed,OFF00842,VIC00869
FIR01184,Drug Offense,2023-06-13,Ballari,Traffic PS,LOC071,Closed,OFF00104,VIC02852
FIR01185,Vehicle Theft,2023-10-27,Bengaluru Urban,Cyber PS,LOC062,Closed,OFF01269,VIC02638
FIR01186,Assault,2022-10-25,Hassan,East PS,LOC055,Open,OFF01063,VIC01361
FIR01187,Burglary,2022-11-09,Bengaluru Rural,West PS,LOC018,Open,OFF00487,VIC00049
FIR01188,Theft,2024-11-07,Ballari,Traffic PS,LOC071,Under Investigation,OFF00796,VIC00143
FIR01189,Cyber Crime,2025-05-29,Bengaluru Rural,East PS,LOC040,Closed,OFF01199,VIC02592
FIR01190,Domestic Violence,2023-12-10,Chikkamagaluru,East PS,LOC003,Under Investigation,OFF01528,VIC00698
FIR01191,Burglary,2025-03-05,Chikkamagaluru,North PS,LOC093,Under Investigation,OFF00752,VIC01874
FIR01192,Burglary,2025-07-16,Udupi,North PS,LOC060,Open,OFF01383,VIC01932
FIR01193,Drug Offense,2023-12-26,Mangaluru,North PS,LOC098,Open,OFF00890,VIC01549
FIR01194,Murder,2023-01-10,Bengaluru Rural,West PS,LOC028,Closed,OFF01123,VIC00675
FIR01195,Kidnapping,2024-02-01,Ballari,East PS,LOC075,Open,OFF01880,VIC01489
FIR01196,Kidnapping,2023-05-12,Belagavi,Traffic PS,LOC010,Under Investigation,OFF00824,VIC00723
FIR01197,Robbery,2023-05-17,Hassan,West PS,LOC041,Under Investigation,OFF01488,VIC02657
FIR01198,Theft,2024-12-24,Bengaluru Urban,North PS,LOC014,Closed,OFF01030,VIC01488
FIR01199,Vehicle Theft,2025-11-01,Kalaburagi,North PS,LOC006,Closed,OFF01666,VIC01648
FIR01200,Theft,2023-04-29,Ballari,North PS,LOC047,Closed,OFF00958,VIC01855
FIR01201,Assault,2023-10-08,Hubballi-Dharwad,Central PS,LOC085,Under Investigation,OFF01730,VIC01408
FIR01202,Kidnapping,2022-09-07,Chikkamagaluru,Rural PS,LOC051,Under Investigation,OFF00399,VIC01992
FIR01203,Theft,2022-11-01,Bengaluru Rural,West PS,LOC028,Under Investigation,OFF00564,VIC01899
FIR01204,Drug Offense,2023-03-27,Kalaburagi,East PS,LOC029,Open,OFF01504,VIC01846
FIR01205,Theft,2025-09-15,Chikkamagaluru,Rural PS,LOC024,Under Investigation,OFF00562,VIC02076
FIR01206,Drug Offense,2025-09-21,Mangaluru,Cyber PS,LOC061,Open,OFF01060,VIC01956
FIR01207,Kidnapping,2024-08-27,Kalaburagi,Traffic PS,LOC008,Closed,OFF01250,VIC03000
FIR01208,Fraud,2022-05-10,Hubballi-Dharwad,North PS,LOC082,Under Investigation,OFF01496,VIC00593
FIR01209,Theft,2024-09-02,Vijayapura,North PS,LOC096,Closed,OFF00759,VIC01541
FIR01210,Murder,2023-05-30,Bengaluru Rural,East PS,LOC081,Open,OFF01906,VIC00377
FIR01211,Kidnapping,2025-07-06,Bengaluru Rural,Cyber PS,LOC097,Open,OFF01588,VIC02698
FIR01212,Drug Offense,2022-06-27,Hassan,West PS,LOC041,Under Investigation,OFF00627,VIC02645
FIR01213,Robbery,2022-05-28,Mangaluru,North PS,LOC098,Under Investigation,OFF01170,VIC01600
FIR01214,Fraud,2023-12-02,Davanagere,Cyber PS,LOC087,Closed,OFF00957,VIC02946
FIR01215,Murder,2022-02-04,Mangaluru,Cyber PS,LOC061,Under Investigation,OFF01125,VIC00569
FIR01216,Financial Fraud,2025-03-26,Bengaluru Rural,North PS,LOC004,Closed,OFF00028,VIC00581
FIR01217,Murder,2023-03-10,Vijayapura,South PS,LOC035,Closed,OFF00884,VIC02187
FIR01218,Vehicle Theft,2025-01-25,Chikkamagaluru,Rural PS,LOC024,Closed,OFF01021,VIC00063
FIR01219,Vehicle Theft,2022-05-04,Vijayapura,Traffic PS,LOC045,Open,OFF01175,VIC00195
FIR01220,Cyber Crime,2022-02-07,Chikkamagaluru,Rural PS,LOC024,Open,OFF00704,VIC02383
FIR01221,Kidnapping,2022-11-21,Ballari,Traffic PS,LOC071,Open,OFF01898,VIC02517
FIR01222,Kidnapping,2025-06-29,Davanagere,Cyber PS,LOC087,Closed,OFF01895,VIC01818
FIR01223,Financial Fraud,2022-10-06,Hassan,Central PS,LOC037,Under Investigation,OFF01288,VIC00009
FIR01224,Cyber Crime,2022-11-03,Vijayapura,Central PS,LOC079,Open,OFF00868,VIC02890
FIR01225,Assault,2025-03-16,Mangaluru,Cyber PS,LOC069,Under Investigation,OFF00199,VIC02859
FIR01226,Drug Offense,2025-06-24,Bengaluru Urban,East PS,LOC054,Closed,OFF01348,VIC01201
FIR01227,Kidnapping,2025-03-06,Chikkamagaluru,Central PS,LOC084,Closed,OFF00969,VIC02410
FIR01228,Murder,2022-03-16,Mangaluru,West PS,LOC002,Under Investigation,OFF00064,VIC00483
FIR01229,Robbery,2023-03-18,Davanagere,North PS,LOC020,Open,OFF00837,VIC00013
FIR01230,Vehicle Theft,2024-10-01,Mangaluru,Cyber PS,LOC061,Open,OFF01684,VIC00352
FIR01231,Burglary,2025-05-17,Udupi,Cyber PS,LOC092,Open,OFF00278,VIC02540
FIR01232,Drug Offense,2025-08-28,Vijayapura,East PS,LOC001,Under Investigation,OFF00430,VIC00415
FIR01233,Fraud,2024-07-31,Ballari,Traffic PS,LOC023,Under Investigation,OFF01891,VIC00858
FIR01234,Domestic Violence,2024-12-22,Hassan,West PS,LOC094,Under Investigation,OFF01964,VIC00103
FIR01235,Domestic Violence,2025-08-21,Hubballi-Dharwad,North PS,LOC099,Closed,OFF00318,VIC01769
